Age,BusinessTravel,Department,workmode,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,Laidoff
18,Travel_Rarely,Research & Development,office,3,3,Male,54,3,1,Single,No,3,3,0,Yes
35,Travel_Rarely,Sales,Hybrid,3,3,Male,96,3,3,Married,No,3,3,12,No
36,Travel_Frequently,Research & Development,Hybrid,4,3,Male,81,4,1,Married,No,3,4,4,No
51,Travel_Rarely,Research & Development,office,3,4,Male,84,1,2,Divorced,No,3,4,13,No
41,Travel_Rarely,Sales,office,4,4,Male,88,3,4,Single,No,3,2,22,No
18,Travel_Rarely,Sales,office,3,4,Female,69,2,1,Single,No,3,1,0,No
28,Travel_Rarely,Research & Development,Hybrid,2,2,Male,68,4,2,Single,No,3,3,9,No
31,Travel_Rarely,Sales,office,3,2,Male,100,4,2,Married,No,3,2,10,No
39,Travel_Rarely,Research & Development,office,3,3,Male,48,4,3,Divorced,No,3,1,19,No
36,Non-Travel,Research & Development,Remote,4,2,Female,47,3,2,Married,No,3,3,11,No
32,Travel_Rarely,Sales,office,3,4,Male,91,2,2,Married,No,3,3,13,No
38,Travel_Rarely,Research & Development,Remote,2,1,Female,81,2,3,Married,No,3,3,19,No
58,Non-Travel,Research & Development,office,4,4,Male,32,1,2,Divorced,Yes,3,4,12,No
31,Travel_Rarely,Research & Development,office,4,3,Male,86,3,1,Married,Yes,3,3,6,No
31,Travel_Rarely,Human Resources,office,3,1,Male,62,2,2,Married,No,3,4,9,No
45,Travel_Frequently,Research & Development,office,3,1,Male,97,3,3,Divorced,No,3,1,24,No
31,Travel_Rarely,Research & Development,office,4,3,Male,32,3,1,Divorced,Yes,3,2,3,No
33,Travel_Frequently,Research & Development,office,4,4,Female,74,3,3,Married,No,3,2,12,No
39,Travel_Rarely,Research & Development,office,1,3,Male,99,3,4,Married,Yes,3,4,21,No
43,Travel_Frequently,Research & Development,office,4,3,Female,33,3,1,Single,No,3,1,9,No
49,Travel_Rarely,Research & Development,office,2,3,Female,90,2,4,Single,Yes,3,4,25,No
52,Travel_Rarely,Research & Development,office,4,3,Male,85,2,2,Married,No,3,1,11,Yes
27,Travel_Rarely,Research & Development,office,3,3,Female,85,3,1,Single,Yes,3,2,4,No
32,Travel_Rarely,Sales,office,2,3,Female,65,2,2,Married,Yes,3,4,13,No
27,Travel_Rarely,Sales,office,3,4,Male,74,3,2,Single,Yes,3,1,5,No
31,Travel_Rarely,Sales,office,3,4,Male,73,3,2,Divorced,No,3,4,13,No
32,Travel_Rarely,Research & Development,office,4,1,Female,74,4,2,Single,No,3,3,10,No
28,Travel_Rarely,Research & Development,office,4,1,Male,84,1,1,Married,Yes,3,4,5,Yes
30,Travel_Rarely,Research & Development,Remote,2,4,Female,64,3,2,Married,No,3,4,11,No
31,Travel_Frequently,Research & Development,office,2,3,Female,48,2,3,Married,No,4,1,10,No
39,Travel_Frequently,Research & Development,office,2,3,Male,54,2,5,Married,No,3,1,21,No
39,Travel_Rarely,Sales,office,2,4,Female,41,3,2,Married,Yes,3,1,12,Yes
33,Travel_Frequently,Sales,office,3,2,Male,46,2,2,Single,No,3,3,9,No
47,Travel_Rarely,Research & Development,office,5,4,Male,42,3,5,Married,No,3,2,21,No
43,Travel_Frequently,Research & Development,office,4,3,Female,82,2,2,Divorced,No,3,2,9,No
27,Non-Travel,Sales,office,1,3,Male,73,3,2,Married,Yes,3,4,6,No
54,Travel_Frequently,Research & Development,Hybrid,4,4,Female,31,3,2,Single,No,3,4,20,No
43,Travel_Rarely,Research & Development,office,3,3,Female,43,3,3,Married,No,3,1,10,No
45,Travel_Rarely,Research & Development,office,4,4,Male,75,3,2,Married,No,3,1,12,No
40,Travel_Rarely,Sales,office,2,2,Male,57,1,2,Married,Yes,4,3,6,No
29,Travel_Rarely,Research & Development,office,4,2,Male,77,1,1,Married,Yes,3,4,7,Yes
29,Travel_Rarely,Research & Development,office,5,2,Male,30,2,1,Single,No,3,3,4,No
30,Travel_Rarely,Sales,office,3,4,Female,30,2,2,Divorced,No,3,3,10,No
27,Travel_Rarely,Sales,office,4,2,Female,56,3,2,Married,No,3,1,8,No
37,Travel_Rarely,Research & Development,office,2,4,Male,61,3,2,Divorced,No,3,3,8,No
38,Travel_Rarely,Research & Development,Hybrid,2,3,Male,92,2,3,Divorced,Yes,3,2,12,No
31,Travel_Rarely,Research & Development,office,4,3,Female,39,3,3,Single,Yes,3,3,11,No
29,Travel_Rarely,Sales,office,1,4,Female,39,2,2,Divorced,Yes,3,1,7,No
35,Travel_Rarely,Research & Development,office,4,3,Male,62,3,3,Single,No,3,4,17,No
23,Travel_Rarely,Research & Development,Remote,1,3,Male,83,3,1,Divorced,No,3,3,4,No
41,Travel_Rarely,Research & Development,office,3,4,Male,95,2,2,Single,Yes,3,4,8,No
47,Travel_Frequently,Sales,office,1,2,Male,99,3,2,Single,No,3,1,5,No
42,Travel_Rarely,Research & Development,Remote,5,1,Female,44,3,4,Single,No,3,2,16,No
29,Non-Travel,Sales,office,3,4,Male,61,3,2,Married,No,3,1,4,No
42,Travel_Rarely,Human Resources,office,1,3,Male,52,3,1,Divorced,Yes,3,3,4,No
32,Travel_Rarely,Research & Development,office,3,3,Female,75,3,1,Married,No,3,3,8,No
48,Travel_Rarely,Sales,Remote,1,1,Female,91,3,3,Married,No,4,2,15,No
37,Travel_Rarely,Research & Development,office,3,3,Male,51,4,2,Divorced,Yes,3,1,13,No
30,Non-Travel,Sales,Remote,2,4,Female,85,3,2,Married,Yes,3,2,4,No
26,Travel_Rarely,Sales,office,3,3,Male,57,3,2,Married,No,3,2,8,No
42,Travel_Rarely,Research & Development,office,4,1,Male,98,2,2,Single,No,4,2,14,No
21,Travel_Frequently,Sales,office,1,1,Female,99,2,1,Single,Yes,3,3,3,Yes
36,Non-Travel,Sales,office,5,4,Female,45,3,2,Single,No,3,2,7,No
36,Travel_Frequently,Sales,office,4,1,Male,48,2,3,Married,No,3,1,16,No
57,Travel_Rarely,Research & Development,office,4,4,Male,88,3,2,Married,No,3,3,15,No
40,Travel_Rarely,Research & Development,office,4,4,Female,46,4,1,Married,Yes,3,3,10,No
21,Non-Travel,Sales,office,2,1,Male,39,3,1,Single,No,4,3,3,No
33,Travel_Rarely,Sales,office,3,4,Female,34,3,1,Single,Yes,3,2,1,Yes
37,Travel_Rarely,Research & Development,office,3,3,Female,98,3,1,Married,No,4,2,17,No
46,Non-Travel,Research & Development,office,4,3,Female,30,3,2,Married,No,3,3,7,No
41,Travel_Frequently,Sales,office,3,1,Male,56,3,2,Single,No,3,3,8,Yes
50,Travel_Rarely,Research & Development,office,3,4,Male,100,2,3,Single,No,3,4,20,No
40,Travel_Rarely,Sales,Remote,2,3,Male,68,2,2,Married,Yes,3,1,8,Yes
31,Travel_Rarely,Research & Development,office,4,3,Male,42,2,1,Single,Yes,3,4,3,No
21,Travel_Rarely,Sales,Hybrid,3,3,Female,90,4,1,Single,No,3,4,1,Yes
29,Travel_Rarely,Research & Development,Remote,3,4,Male,54,3,1,Single,No,3,4,6,No
35,Travel_Rarely,Research & Development,office,4,3,Male,97,2,2,Single,No,3,3,10,No
27,Travel_Rarely,Research & Development,office,2,4,Male,82,3,1,Divorced,No,3,2,5,No
28,Travel_Rarely,Sales,office,4,2,Male,92,3,2,Single,No,3,4,7,No
49,Travel_Rarely,Research & Development,office,3,2,Male,31,2,3,Single,No,4,3,26,No
51,Travel_Rarely,Sales,Hybrid,2,3,Female,87,3,2,Married,No,3,3,18,No
36,Travel_Rarely,Research & Development,office,3,4,Female,96,3,1,Married,No,3,2,6,No
34,Non-Travel,Sales,Hybrid,3,1,Male,67,4,2,Single,Yes,3,2,9,Yes
55,Travel_Rarely,Research & Development,office,3,3,Female,97,3,4,Single,Yes,3,3,30,No
24,Travel_Rarely,Sales,office,4,4,Female,77,3,2,Divorced,Yes,3,4,5,No
30,Travel_Rarely,Sales,office,1,3,Male,72,3,1,Married,No,3,1,1,No
26,Travel_Frequently,Research & Development,office,1,3,Male,73,3,1,Single,No,4,3,7,Yes
22,Travel_Rarely,Research & Development,Hybrid,3,1,Female,43,3,1,Married,No,3,4,2,No
36,Travel_Rarely,Sales,office,2,2,Male,61,2,3,Married,No,3,2,10,No
30,Travel_Frequently,Research & Development,office,3,3,Male,40,3,1,Single,Yes,4,3,3,Yes
37,Travel_Rarely,Research & Development,Hybrid,3,4,Female,95,3,1,Divorced,No,3,3,18,No
40,Travel_Rarely,Sales,office,2,4,Female,46,3,2,Divorced,No,3,3,8,No
42,Travel_Rarely,Research & Development,office,4,2,Female,95,3,1,Divorced,No,3,2,8,No
37,Travel_Rarely,Research & Development,office,4,3,Male,49,3,2,Single,Yes,3,4,18,No
43,Travel_Rarely,Research & Development,Hybrid,3,1,Male,59,2,4,Divorced,No,3,3,25,No
40,Travel_Rarely,Research & Development,office,3,2,Female,78,2,2,Married,No,4,2,20,No
54,Travel_Rarely,Research & Development,office,2,1,Male,86,3,5,Married,No,3,3,24,No
34,Non-Travel,Sales,office,4,3,Female,72,3,2,Married,No,3,1,6,No
31,Travel_Rarely,Research & Development,office,2,2,Female,31,3,2,Married,No,3,2,13,No
43,Travel_Frequently,Research & Development,Remote,3,4,Male,61,3,1,Married,No,4,1,8,No
43,Travel_Rarely,Research & Development,office,4,3,Female,74,3,2,Divorced,Yes,3,4,8,No
25,Travel_Rarely,Sales,office,2,2,Female,99,2,2,Single,Yes,3,2,5,No
37,Non-Travel,Research & Development,Remote,5,2,Female,72,3,2,Married,Yes,3,1,15,No
31,Travel_Rarely,Research & Development,office,2,4,Male,98,2,1,Married,No,3,3,4,No
39,Travel_Frequently,Research & Development,office,1,2,Male,52,3,5,Divorced,Yes,3,3,21,No
56,Travel_Frequently,Sales,office,3,3,Female,86,4,4,Married,No,3,4,36,No
30,Travel_Rarely,Sales,Hybrid,3,2,Female,83,3,2,Single,No,3,2,6,No
41,Travel_Rarely,Sales,office,3,2,Male,49,4,3,Married,No,3,3,10,No
28,Travel_Rarely,Research & Development,Hybrid,2,3,Male,79,3,2,Divorced,No,3,4,10,No
25,Travel_Rarely,Research & Development,office,3,1,Male,91,3,1,Married,No,3,3,6,Yes
52,Travel_Rarely,Research & Development,office,3,4,Male,39,2,3,Married,Yes,3,3,28,No
45,Travel_Rarely,Research & Development,office,2,1,Male,69,3,1,Married,No,4,4,8,No
52,Travel_Rarely,Research & Development,office,2,4,Female,30,3,4,Married,No,3,4,31,No
42,Travel_Frequently,Research & Development,Remote,2,1,Female,92,3,2,Divorced,No,3,2,19,No
30,Travel_Rarely,Research & Development,office,3,3,Female,43,1,2,Single,No,4,3,11,No
60,Travel_Rarely,Research & Development,office,3,1,Female,41,3,5,Married,No,3,4,33,No
46,Travel_Rarely,Research & Development,Hybrid,3,3,Female,87,3,2,Divorced,No,3,3,19,No
42,Travel_Frequently,Research & Development,Remote,4,4,Female,88,2,2,Married,No,3,4,7,No
24,Travel_Rarely,Sales,office,1,1,Female,62,3,1,Single,Yes,3,2,6,Yes
34,Travel_Frequently,Sales,office,2,4,Female,33,1,1,Divorced,No,3,4,3,Yes
38,Travel_Frequently,Research & Development,office,2,4,Male,42,3,1,Married,Yes,4,3,1,No
40,Travel_Rarely,Sales,office,4,3,Female,79,3,5,Married,No,3,4,21,No
26,Travel_Rarely,Research & Development,Remote,3,1,Female,90,3,1,Divorced,No,4,2,3,No
30,Non-Travel,Research & Development,office,3,3,Male,53,3,1,Married,No,3,3,9,No
29,Travel_Rarely,Research & Development,office,4,2,Male,93,2,3,Married,No,3,3,10,No
29,Travel_Rarely,Research & Development,Remote,5,3,Female,71,2,1,Married,No,3,2,6,Yes
19,Travel_Rarely,Human Resources,office,2,1,Male,52,2,1,Single,No,3,3,1,Yes
30,Non-Travel,Sales,Remote,4,3,Female,69,3,3,Married,No,3,3,10,No
57,Travel_Rarely,Sales,Remote,3,1,Male,56,2,4,Divorced,No,3,3,32,No
50,Travel_Rarely,Research & Development,Remote,4,2,Male,88,2,4,Married,No,3,2,28,No
30,Non-Travel,Research & Development,office,3,3,Female,49,3,1,Single,No,3,3,12,No
60,Travel_Frequently,Sales,Remote,3,3,Female,80,2,3,Married,No,3,4,22,No
47,Travel_Rarely,Research & Development,office,2,1,Female,65,3,2,Divorced,No,3,3,20,No
46,Travel_Rarely,Research & Development,office,3,1,Male,51,3,4,Married,No,3,3,26,No
35,Travel_Rarely,Research & Development,Remote,3,4,Male,46,1,1,Single,No,3,3,6,No
54,Travel_Rarely,Research & Development,office,4,3,Female,42,3,2,Single,No,3,3,19,No
34,Travel_Rarely,Research & Development,office,4,4,Male,62,2,1,Divorced,No,3,3,14,No
46,Travel_Rarely,Sales,office,3,3,Female,94,2,3,Married,Yes,3,3,15,No
31,Travel_Rarely,Research & Development,office,1,3,Male,33,3,3,Divorced,No,4,4,13,No
33,Travel_Rarely,Research & Development,Hybrid,1,2,Male,56,3,3,Married,Yes,3,4,15,Yes
33,Travel_Rarely,Research & Development,office,1,1,Male,38,1,1,Divorced,No,3,1,8,Yes
30,Travel_Rarely,Sales,office,1,4,Male,57,3,1,Single,No,3,1,4,No
35,Travel_Rarely,Research & Development,Hybrid,3,4,Male,72,3,3,Married,Yes,3,3,10,No
31,Travel_Frequently,Research & Development,Hybrid,3,1,Male,66,3,3,Married,No,3,1,12,Yes
34,Travel_Frequently,Human Resources,Remote,3,2,Female,43,3,3,Divorced,Yes,3,3,11,Yes
42,Travel_Frequently,Research & Development,office,2,2,Male,97,3,1,Married,No,3,4,8,No
36,Non-Travel,Sales,office,4,2,Male,32,3,3,Single,No,3,4,10,No
22,Travel_Frequently,Research & Development,office,1,3,Male,99,2,1,Single,No,3,3,4,Yes
48,Travel_Rarely,Sales,office,5,2,Female,37,3,2,Married,No,3,1,14,No
55,Travel_Rarely,Sales,Hybrid,5,1,Female,83,3,4,Single,No,4,4,37,No
41,Non-Travel,Sales,office,2,4,Male,56,3,2,Single,No,3,4,16,No
35,Travel_Rarely,Sales,office,3,2,Male,85,3,2,Married,No,3,3,15,No
40,Travel_Rarely,Research & Development,office,3,2,Female,75,3,4,Single,No,3,3,22,No
39,Travel_Frequently,Research & Development,office,1,3,Female,48,3,1,Married,No,3,1,8,No
31,Travel_Rarely,Sales,office,1,2,Male,77,3,2,Single,Yes,3,3,10,No
42,Travel_Rarely,Research & Development,Remote,3,4,Male,56,3,3,Married,Yes,4,4,10,No
45,Travel_Rarely,Sales,office,3,4,Male,61,3,2,Married,No,3,2,9,No
26,Travel_Frequently,Human Resources,Hybrid,4,2,Female,58,3,1,Divorced,Yes,3,2,8,Yes
29,Travel_Rarely,Research & Development,Hybrid,3,4,Male,34,3,2,Divorced,No,3,2,8,No
33,Travel_Rarely,Research & Development,office,5,1,Female,95,4,4,Divorced,No,3,3,10,No
31,Travel_Rarely,Sales,office,3,3,Male,44,2,3,Divorced,No,4,3,10,No
18,Travel_Frequently,Sales,office,3,2,Male,69,3,1,Single,Yes,3,4,0,Yes
40,Non-Travel,Sales,Remote,3,3,Male,58,1,3,Divorced,No,3,3,20,No
41,Non-Travel,Research & Development,office,4,1,Female,62,2,2,Single,Yes,3,1,10,No
26,Travel_Rarely,Sales,Remote,2,1,Male,45,3,2,Divorced,No,3,1,8,No
35,Travel_Rarely,Sales,office,3,1,Female,80,3,2,Single,No,3,4,5,No
34,Travel_Rarely,Sales,Remote,4,4,Male,74,4,2,Single,No,3,4,10,No
26,Travel_Rarely,Research & Development,Remote,3,3,Male,66,1,1,Single,Yes,3,2,1,Yes
37,Travel_Rarely,Research & Development,office,3,2,Female,59,3,3,Single,No,3,4,12,No
46,Travel_Frequently,Research & Development,Hybrid,1,1,Female,86,3,3,Married,No,3,4,28,No
41,Travel_Rarely,Sales,office,5,2,Female,91,3,4,Married,No,3,2,22,No
37,Non-Travel,Sales,office,4,1,Male,69,3,3,Divorced,No,3,4,9,No
52,Travel_Rarely,Research & Development,office,2,4,Male,78,3,2,Divorced,Yes,3,2,18,No
32,Non-Travel,Sales,Hybrid,4,4,Male,60,4,2,Married,No,3,4,6,Yes
24,Travel_Frequently,Sales,Remote,3,4,Male,38,3,1,Married,No,3,3,3,No
38,Travel_Rarely,Research & Development,office,3,3,Female,76,3,2,Married,No,3,3,18,No
37,Travel_Rarely,Research & Development,office,4,2,Female,65,3,2,Married,No,3,2,8,No
49,Travel_Rarely,Research & Development,Hybrid,4,4,Male,58,2,5,Divorced,Yes,3,3,31,No
24,Travel_Rarely,Research & Development,Remote,3,2,Male,89,4,1,Married,Yes,3,2,6,No
26,Travel_Rarely,Sales,Remote,2,1,Male,66,3,2,Married,No,4,4,6,No
24,Travel_Rarely,Research & Development,Hybrid,2,4,Male,94,2,1,Married,No,4,4,1,No
50,Travel_Frequently,Human Resources,office,3,1,Male,99,3,5,Married,No,3,3,32,No
25,Travel_Rarely,Sales,Hybrid,1,2,Male,40,3,1,Married,No,3,3,7,No
24,Travel_Frequently,Research & Development,office,3,1,Female,55,3,1,Married,Yes,3,4,6,Yes
30,Travel_Frequently,Sales,Hybrid,4,2,Male,74,2,1,Married,No,3,3,1,Yes
34,Travel_Rarely,Research & Development,office,2,2,Male,83,2,1,Married,Yes,3,4,6,No
31,Travel_Rarely,Sales,Hybrid,4,2,Male,46,3,2,Divorced,No,3,3,9,Yes
35,Travel_Rarely,Research & Development,Remote,2,1,Male,54,2,2,Single,No,3,4,9,No
31,Travel_Rarely,Sales,office,4,1,Male,66,4,2,Divorced,No,4,4,13,No
27,Travel_Rarely,Research & Development,office,4,1,Female,66,2,1,Divorced,No,3,3,6,No
37,Travel_Rarely,Sales,office,3,4,Male,75,3,2,Married,Yes,3,3,17,No
20,Travel_Rarely,Research & Development,office,3,4,Female,83,2,1,Single,No,3,4,1,No
42,Travel_Rarely,Research & Development,office,4,3,Female,81,3,2,Married,No,3,2,10,No
43,Travel_Rarely,Research & Development,office,4,2,Male,50,2,4,Divorced,Yes,3,3,21,No
38,Travel_Rarely,Research & Development,office,1,3,Female,43,3,1,Single,No,3,4,8,No
43,Travel_Frequently,Research & Development,office,5,4,Male,72,3,2,Divorced,Yes,3,2,10,No
48,Travel_Rarely,Research & Development,office,4,4,Female,40,2,4,Married,No,3,1,21,No
44,Travel_Rarely,Human Resources,office,4,1,Female,50,2,2,Single,No,3,2,10,No
34,Travel_Rarely,Sales,Hybrid,3,3,Female,31,3,1,Divorced,Yes,3,4,8,No
27,Travel_Rarely,Sales,office,1,3,Male,85,3,1,Divorced,No,3,2,5,Yes
21,Travel_Rarely,Sales,Remote,1,3,Male,49,3,1,Single,No,3,3,3,No
44,Travel_Rarely,Research & Development,office,4,4,Male,35,3,5,Married,Yes,3,1,26,No
22,Travel_Rarely,Research & Development,office,1,1,Male,69,3,1,Married,No,4,4,3,No
33,Travel_Rarely,Sales,office,4,3,Male,39,3,2,Divorced,No,3,4,6,No
32,Travel_Rarely,Research & Development,office,4,1,Female,92,3,2,Married,Yes,3,4,6,No
30,Travel_Frequently,Research & Development,office,3,3,Female,71,3,1,Divorced,No,4,3,1,No
53,Travel_Rarely,Sales,office,1,4,Female,34,3,2,Single,No,4,4,18,No
34,Travel_Rarely,Research & Development,office,5,2,Male,42,3,1,Married,No,3,4,10,No
45,Travel_Frequently,Sales,Remote,4,1,Female,100,3,2,Married,No,3,4,5,Yes
26,Travel_Rarely,Research & Development,office,3,3,Female,71,3,1,Married,Yes,3,3,3,No
37,Travel_Rarely,Research & Development,office,3,3,Male,36,3,3,Married,No,3,3,10,No
29,Travel_Rarely,Sales,office,2,2,Female,62,3,2,Married,No,3,1,6,No
35,Travel_Rarely,Research & Development,office,4,2,Male,82,1,2,Single,No,3,2,17,No
33,Travel_Frequently,Research & Development,office,3,3,Male,30,3,2,Divorced,No,4,3,15,No
54,Travel_Rarely,Human Resources,Hybrid,4,3,Male,88,3,3,Married,No,3,3,16,No
36,Travel_Rarely,Research & Development,office,2,2,Male,48,2,2,Divorced,Yes,3,3,13,No
27,Travel_Rarely,Research & Development,office,4,1,Male,54,2,1,Single,No,3,4,5,No
20,Travel_Rarely,Research & Development,office,1,4,Male,32,3,1,Single,Yes,3,4,1,Yes
33,Travel_Frequently,Research & Development,office,3,1,Male,70,3,1,Single,Yes,3,1,10,Yes
35,Non-Travel,Research & Development,office,3,3,Male,41,2,1,Married,No,3,3,1,No
23,Travel_Rarely,Research & Development,office,3,1,Male,58,4,1,Married,No,3,1,5,No
25,Travel_Rarely,Sales,office,3,4,Male,57,4,2,Married,No,4,3,4,No
38,Travel_Rarely,Sales,office,4,4,Female,46,2,2,Single,No,4,1,8,No
29,Travel_Frequently,Research & Development,office,4,2,Male,76,1,1,Divorced,No,3,4,10,No
48,Travel_Rarely,Sales,office,1,2,Male,56,4,2,Married,No,3,4,12,No
27,Travel_Frequently,Sales,office,1,4,Female,71,4,2,Divorced,Yes,4,2,6,No
37,Travel_Rarely,Research & Development,office,2,4,Male,80,4,1,Single,No,3,1,4,No
50,Travel_Rarely,Research & Development,Remote,1,4,Male,74,4,1,Married,Yes,3,3,20,No
34,Travel_Rarely,Research & Development,office,3,4,Female,46,2,3,Single,No,3,2,9,No
24,Travel_Rarely,Sales,office,2,1,Female,65,3,2,Single,No,3,1,4,Yes
39,Travel_Rarely,Research & Development,office,4,4,Female,80,2,2,Single,No,3,1,20,No
32,Travel_Rarely,Sales,office,3,4,Male,55,3,2,Single,No,3,4,10,No
50,Travel_Frequently,Sales,office,2,2,Male,50,3,2,Married,Yes,3,1,18,Yes
38,Travel_Rarely,Research & Development,office,4,2,Female,33,4,2,Single,No,3,3,10,No
27,Travel_Rarely,Research & Development,office,2,3,Female,68,3,3,Married,No,3,4,9,No
32,Travel_Rarely,Research & Development,office,2,3,Female,39,3,3,Single,No,3,4,10,No
47,Travel_Rarely,Sales,Hybrid,4,4,Male,42,3,2,Single,No,3,4,20,No
40,Travel_Frequently,Sales,office,4,4,Male,48,2,3,Married,Yes,4,3,20,No
53,Travel_Rarely,Research & Development,office,3,3,Male,59,4,4,Married,No,3,3,32,No
41,Travel_Rarely,Human Resources,office,4,2,Male,73,2,5,Divorced,No,3,2,23,No
60,Travel_Rarely,Sales,Hybrid,4,1,Male,84,3,2,Single,No,3,4,10,No
27,Travel_Frequently,Research & Development,office,2,4,Male,32,3,3,Divorced,No,4,3,9,No
41,Travel_Rarely,Human Resources,office,3,4,Male,59,2,5,Married,No,3,2,22,No
50,Travel_Rarely,Sales,office,4,4,Male,54,3,1,Married,No,3,4,4,No
28,Travel_Rarely,Research & Development,office,2,1,Female,67,1,1,Single,Yes,3,4,10,Yes
36,Non-Travel,Research & Development,office,3,1,Female,63,4,3,Married,No,3,1,10,No
38,Travel_Rarely,Research & Development,office,3,3,Female,81,3,3,Single,Yes,3,4,10,No
44,Non-Travel,Research & Development,Remote,3,1,Male,49,1,1,Single,No,3,3,9,No
47,Travel_Frequently,Sales,office,3,4,Female,49,3,4,Divorced,Yes,3,4,28,No
30,Travel_Rarely,Sales,Remote,5,3,Male,99,3,2,Divorced,No,4,4,10,No
29,Travel_Rarely,Sales,office,3,3,Male,99,3,1,Single,No,3,3,1,No
42,Travel_Frequently,Research & Development,Hybrid,3,3,Male,57,4,1,Divorced,Yes,3,4,7,Yes
43,Travel_Frequently,Sales,Hybrid,3,4,Male,47,2,2,Married,No,3,3,7,No
34,Travel_Rarely,Research & Development,office,2,2,Female,96,3,2,Single,No,3,4,10,No
23,Travel_Rarely,Research & Development,office,1,2,Male,37,3,1,Married,No,3,4,5,No
39,Travel_Rarely,Human Resources,office,3,3,Female,44,4,2,Married,No,3,3,12,No
56,Travel_Rarely,Research & Development,office,3,3,Male,81,3,4,Married,No,3,3,30,No
40,Travel_Rarely,Research & Development,office,1,4,Female,86,2,1,Single,Yes,4,4,5,No
27,Travel_Rarely,Research & Development,office,3,4,Female,55,2,2,Single,No,3,1,9,No
29,Travel_Rarely,Sales,office,3,4,Male,83,3,1,Divorced,No,3,4,2,No
